method,seed,model_slug,objective,label,threshold,transform,rho,threshold_delta,conflict_filter,opposite_margin
random_geoloss,1984,deberta-v3-base,f1,Security: societal,0.38,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Tradition,0.11,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Conformity: rules,0.17,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Conformity: interpersonal,0.13,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Humility,0.02,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Benevolence: caring,0.13,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Benevolence: dependability,0.12,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Universalism: concern,0.4,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Universalism: nature,0.15,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,f1,Universalism: tolerance,0.12,none,0.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_99,Self-direction: thought,0.1,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Self-direction: action,0.18,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Stimulation,0.28,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Hedonism,0.27,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Achievement,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Power: dominance,0.11,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Power: resources,0.16,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Face,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Security: personal,0.22,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Security: societal,0.38,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Tradition,0.11,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Conformity: rules,0.17,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Conformity: interpersonal,0.13,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Humility,0.02,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Benevolence: caring,0.13,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Benevolence: dependability,0.12,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Universalism: concern,0.4,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Universalism: nature,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_99,Universalism: tolerance,0.12,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Self-direction: thought,0.1,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Self-direction: action,0.18,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Stimulation,0.28,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Hedonism,0.27,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Achievement,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Power: dominance,0.11,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Power: resources,0.16,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Face,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Security: personal,0.22,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Security: societal,0.38,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Tradition,0.11,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Conformity: rules,0.17,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Conformity: interpersonal,0.13,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Humility,0.02,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Benevolence: caring,0.13,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Benevolence: dependability,0.12,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Universalism: concern,0.4,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Universalism: nature,0.15,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_98,Universalism: tolerance,0.12,none,0.0,0.0,opposite_margin,0.0
random_geoloss,1984,deberta-v3-base,pareto_95,Self-direction: thought,0.1,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Self-direction: action,0.18,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Stimulation,0.28,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Hedonism,0.27,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Achievement,0.15,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Power: dominance,0.11,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Power: resources,0.16,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Face,0.15,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Security: personal,0.22,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Security: societal,0.38,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Tradition,0.11,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Conformity: rules,0.17,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Conformity: interpersonal,0.13,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Humility,0.02,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Benevolence: caring,0.13,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Benevolence: dependability,0.12,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Universalism: concern,0.4,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Universalism: nature,0.15,opposite_suppression,1.0,0.0,none,
random_geoloss,1984,deberta-v3-base,pareto_95,Universalism: tolerance,0.12,opposite_suppression,1.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Self-direction: thought,0.14,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Self-direction: action,0.3,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Stimulation,0.36,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Hedonism,0.43,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Achievement,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Power: dominance,0.24,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Power: resources,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Face,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Security: personal,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Security: societal,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Tradition,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Conformity: rules,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Conformity: interpersonal,0.08,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Humility,0.02,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Benevolence: caring,0.07,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Benevolence: dependability,0.16,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Universalism: concern,0.22,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Universalism: nature,0.11,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,standard,Universalism: tolerance,0.12,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Self-direction: thought,0.14,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Self-direction: action,0.3,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Stimulation,0.36,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Hedonism,0.43,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Achievement,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Power: dominance,0.24,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Power: resources,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Face,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Security: personal,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Security: societal,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Tradition,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Conformity: rules,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Conformity: interpersonal,0.08,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Humility,0.02,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Benevolence: caring,0.07,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Benevolence: dependability,0.16,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Universalism: concern,0.22,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Universalism: nature,0.11,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,f1,Universalism: tolerance,0.12,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Self-direction: thought,0.14,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Self-direction: action,0.3,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Stimulation,0.36,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Hedonism,0.43,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Achievement,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Power: dominance,0.24,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Power: resources,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Face,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Security: personal,0.17,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Security: societal,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Tradition,0.34,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Conformity: rules,0.27,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Conformity: interpersonal,0.08,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Humility,0.02,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Benevolence: caring,0.07,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Benevolence: dependability,0.16,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Universalism: concern,0.22,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Universalism: nature,0.11,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_99,Universalism: tolerance,0.12,none,0.0,0.0,none,
schwartz_geoloss,7,deberta-v3-base,pareto_98,Self-direction: thought,0.14,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Self-direction: action,0.3,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Stimulation,0.36,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Hedonism,0.43,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Achievement,0.27,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Power: dominance,0.24,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Power: resources,0.17,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Face,0.17,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Security: personal,0.17,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Security: societal,0.34,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Tradition,0.34,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Conformity: rules,0.27,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Conformity: interpersonal,0.08,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Humility,0.02,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Benevolence: caring,0.07,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Benevolence: dependability,0.16,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Universalism: concern,0.22,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Universalism: nature,0.11,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_98,Universalism: tolerance,0.12,none,0.0,0.0,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Self-direction: thought,0.09000000000000001,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Self-direction: action,0.25,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Stimulation,0.31,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Hedonism,0.38,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Achievement,0.22000000000000003,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Power: dominance,0.19,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Power: resources,0.12000000000000001,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Face,0.12000000000000001,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Security: personal,0.12000000000000001,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Security: societal,0.29000000000000004,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Tradition,0.29000000000000004,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Conformity: rules,0.22000000000000003,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Conformity: interpersonal,0.03,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Humility,0.0,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Benevolence: caring,0.020000000000000004,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Benevolence: dependability,0.11,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Universalism: concern,0.16999999999999998,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Universalism: nature,0.06,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,7,deberta-v3-base,pareto_95,Universalism: tolerance,0.06999999999999999,opposite_suppression,1.0,-0.05,opposite_margin,0.0
schwartz_geoloss,11,deberta-v3-base,standard,Self-direction: thought,0.08,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Self-direction: action,0.18,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Stimulation,0.12,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Hedonism,0.31,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Achievement,0.11,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Power: dominance,0.3,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Power: resources,0.12,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Face,0.14,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Security: personal,0.22,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Security: societal,0.29,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Tradition,0.15,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Conformity: rules,0.07,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Conformity: interpersonal,0.1,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Humility,0.02,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Benevolence: caring,0.18,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Benevolence: dependability,0.21,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Universalism: concern,0.22,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Universalism: nature,0.03,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,standard,Universalism: tolerance,0.14,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Self-direction: thought,0.08,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Self-direction: action,0.18,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Stimulation,0.12,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Hedonism,0.31,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Achievement,0.11,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Power: dominance,0.3,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Power: resources,0.12,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Face,0.14,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Security: personal,0.22,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Security: societal,0.29,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Tradition,0.15,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Conformity: rules,0.07,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Conformity: interpersonal,0.1,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Humility,0.02,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Benevolence: caring,0.18,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Benevolence: dependability,0.21,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Universalism: concern,0.22,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Universalism: nature,0.03,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,f1,Universalism: tolerance,0.14,none,0.0,0.0,none,
schwartz_geoloss,11,deberta-v3-base,pareto_99,Self-direction: thought,0.08,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Self-direction: action,0.18,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Stimulation,0.12,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Hedonism,0.31,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Achievement,0.11,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Power: dominance,0.3,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Power: resources,0.12,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Face,0.14,none,0.0,0.0,opposite_margin,0.1
schwartz_geoloss,11,deberta-v3-base,pareto_99,Security: personal,0.22,none,0.0,0.0,opposite_margin,0.1
